1.00000E+00	8.40857E-01	1.00000E+00	4.99907E-01	5.94521E-01	8.40857E-01	8.40857E-01	9.63276E-02	3.53455E-01	8.40857E-01	4.99907E-01	8.40857E-01	4.99907E-01	2.72532E-01	4.20350E-01	7.71052E-01	7.71052E-01	1.00000E+00	1.00000E+00	8.40857E-01	4.58406E-01	8.40857E-01	7.07041E-01	2.40729E-02	8.40857E-01	4.25356E-03	2.49907E-01	8.40857E-01	4.58406E-01	3.85454E-01	4.99907E-01	8.40857E-01	7.07041E-01	7.71052E-01	7.07041E-01	4.75000E-07	3.85454E-01	7.07041E-01	8.40857E-01
8.40857E-01	1.00000E+00	8.40857E-01	4.20350E-01	7.07041E-01	1.00000E+00	8.40857E-01	9.63276E-02	3.53455E-01	8.40857E-01	4.99907E-01	8.40857E-01	4.99907E-01	2.72532E-01	4.20350E-01	7.71052E-01	9.16983E-01	8.40857E-01	8.40857E-01	8.40857E-01	4.58406E-01	8.40857E-01	7.07041E-01	2.40729E-02	8.40857E-01	4.25356E-03	2.49907E-01	8.40857E-01	4.58406E-01	3.85454E-01	4.99907E-01	1.00000E+00	7.07041E-01	7.71052E-01	7.07041E-01	4.75000E-07	3.85454E-01	7.07041E-01	8.40857E-01
1.00000E+00	8.40857E-01	1.00000E+00	4.99907E-01	5.94521E-01	8.40857E-01	8.40857E-01	9.63276E-02	3.53455E-01	8.40857E-01	4.99907E-01	8.40857E-01	4.99907E-01	2.72532E-01	4.20350E-01	7.71052E-01	7.71052E-01	1.00000E+00	1.00000E+00	8.40857E-01	4.58406E-01	8.40857E-01	7.07041E-01	2.40729E-02	8.40857E-01	4.25356E-03	2.49907E-01	8.40857E-01	4.58406E-01	3.85454E-01	4.99907E-01	8.40857E-01	7.07041E-01	7.71052E-01	7.07041E-01	4.75000E-07	3.85454E-01	7.07041E-01	8.40857E-01
4.99907E-01	4.20350E-01	4.99907E-01	1.00000E+00	2.97205E-01	4.20350E-01	4.20350E-01	5.72688E-02	2.49907E-01	4.20350E-01	3.53455E-01	4.20350E-01	4.99907E-01	1.36241E-01	2.10136E-01	3.85454E-01	3.85454E-01	4.99907E-01	4.99907E-01	4.20350E-01	2.72532E-01	4.20350E-01	4.20350E-01	2.02419E-02	4.20350E-01	4.25356E-03	2.10136E-01	4.20350E-01	2.72532E-01	2.72532E-01	3.53455E-01	4.20350E-01	4.20350E-01	3.85454E-01	3.53455E-01	4.75000E-07	2.72532E-01	4.20350E-01	4.20350E-01
5.94521E-01	7.07041E-01	5.94521E-01	2.97205E-01	1.00000E+00	7.07041E-01	5.94521E-01	6.81076E-02	2.49907E-01	5.94521E-01	3.53455E-01	5.94521E-01	3.53455E-01	1.92691E-01	4.20350E-01	5.45165E-01	6.48344E-01	5.94521E-01	5.94521E-01	7.07041E-01	3.24112E-01	5.94521E-01	4.99907E-01	1.70206E-02	5.94521E-01	3.00744E-03	1.76694E-01	5.94521E-01	3.85454E-01	2.72532E-01	3.53455E-01	7.07041E-01	4.99907E-01	5.45165E-01	4.99907E-01	3.36000E-07	2.72532E-01	4.99907E-01	5.94521E-01
8.40857E-01	1.00000E+00	8.40857E-01	4.20350E-01	7.07041E-01	1.00000E+00	8.40857E-01	9.63276E-02	3.53455E-01	8.40857E-01	4.99907E-01	8.40857E-01	4.99907E-01	2.72532E-01	4.20350E-01	7.71052E-01	9.16983E-01	8.40857E-01	8.40857E-01	8.40857E-01	4.58406E-01	8.40857E-01	7.07041E-01	2.40729E-02	8.40857E-01	4.25356E-03	2.49907E-01	8.40857E-01	4.58406E-01	3.85454E-01	4.99907E-01	1.00000E+00	7.07041E-01	7.71052E-01	7.07041E-01	4.75000E-07	3.85454E-01	7.07041E-01	8.40857E-01
8.40857E-01	8.40857E-01	8.40857E-01	4.20350E-01	5.94521E-01	8.40857E-01	1.00000E+00	9.63276E-02	3.53455E-01	8.40857E-01	5.94521E-01	8.40857E-01	4.99907E-01	2.72532E-01	4.20350E-01	7.71052E-01	7.71052E-01	8.40857E-01	8.40857E-01	8.40857E-01	4.58406E-01	8.40857E-01	7.07041E-01	2.40729E-02	8.40857E-01	4.25356E-03	2.49907E-01	8.40857E-01	4.58406E-01	3.85454E-01	4.99907E-01	8.40857E-01	7.07041E-01	7.71052E-01	7.07041E-01	5.65000E-07	4.58406E-01	7.07041E-01	8.40857E-01
9.63276E-02	9.63276E-02	9.63276E-02	5.72688E-02	6.81076E-02	9.63276E-02	9.63276E-02	1.00000E+00	4.81549E-02	9.63276E-02	8.09978E-02	9.63276E-02	8.09978E-02	4.41572E-02	5.72688E-02	8.83308E-02	8.83308E-02	9.63276E-02	9.63276E-02	9.63276E-02	6.24535E-02	9.63276E-02	9.63276E-02	2.75777E-03	9.63276E-02	1.15923E-03	4.04914E-02	9.63276E-02	6.24535E-02	5.25145E-02	8.09978E-02	9.63276E-02	9.63276E-02	8.83308E-02	8.09978E-02	1.54000E-07	8.83308E-02	9.63276E-02	9.63276E-02
3.53455E-01	3.53455E-01	3.53455E-01	2.49907E-01	2.49907E-01	3.53455E-01	3.53455E-01	4.81549E-02	1.00000E+00	3.53455E-01	2.97205E-01	3.53455E-01	2.97205E-01	1.36241E-01	1.76694E-01	3.24112E-01	3.24112E-01	3.53455E-01	3.53455E-01	3.53455E-01	2.29160E-01	3.53455E-01	4.20350E-01	2.40729E-02	3.53455E-01	5.05859E-03	1.76694E-01	3.53455E-01	2.72532E-01	1.62026E-01	2.97205E-01	3.53455E-01	2.97205E-01	3.24112E-01	2.97205E-01	1.13000E-06	2.72532E-01	3.53455E-01	3.53455E-01
8.40857E-01	8.40857E-01	8.40857E-01	4.20350E-01	5.94521E-01	8.40857E-01	8.40857E-01	9.63276E-02	3.53455E-01	1.00000E+00	4.99907E-01	8.40857E-01	4.99907E-01	2.72532E-01	4.20350E-01	7.71052E-01	7.71052E-01	8.40857E-01	8.40857E-01	8.40857E-01	4.58406E-01	8.40857E-01	7.07041E-01	2.86291E-02	8.40857E-01	4.25356E-03	2.49907E-01	8.40857E-01	4.58406E-01	3.85454E-01	4.99907E-01	8.40857E-01	7.07041E-01	7.71052E-01	7.07041E-01	4.75000E-07	3.85454E-01	7.07041E-01	8.40857E-01
